674.9741,94.32168
676.9025,94.39895
678.8311,94.35045
680.7595,94.62761
682.688,94.81592
684.6165,94.79707
686.545,94.60584
688.4735,94.39433
690.402,94.47688
692.3305,94.4651
694.259,94.36871
696.1875,94.44652
698.116,94.35493
700.0445,94.23431
701.973,94.17013
703.9015,94.1477
705.83,94.38862
707.7585,94.64798
709.687,94.57013
711.6155,94.47095
713.544,94.6209
715.4725,94.66555
717.401,94.459
719.3295,94.26295
721.258,94.35513
723.1865,94.42912
725.115,94.35334
727.0435,94.50479
728.972,94.49669
730.9005,94.38945
732.829,94.4771
734.7574,94.5201
736.686,94.39969
738.6144,94.3829
740.543,94.55997
742.4714,94.50807
744.4,94.50034
746.3284,94.30804
748.257,94.19943
750.1854,94.25073
752.114,94.36297
754.0424,94.33321
755.9709,94.18996
757.8994,94.17807
759.8279,94.30219
761.7564,94.20567
763.6849,93.99972
765.6134,93.96099
767.5419,93.87185
769.4704,93.76969
771.3989,93.75012
773.3274,93.853
775.2559,93.95278
777.1844,94.10681
779.1129,94.04993
781.0414,94.103
782.9699,94.25876
784.8984,94.21523
786.8269,94.25429
788.7554,94.11826
790.6839,94.01485
792.6124,94.076
794.5409,94.13093
796.4694,94.26421
798.3979,94.35805
800.3264,94.21638
802.2549,94.10037
804.1833,94.11032
806.1119,94.25669
808.0403,94.27872
809.9689,94.18562
811.8973,94.06245
813.8259,93.88374
815.7543,93.69472
817.6829,93.67342
819.6113,93.75106
821.5399,93.83994
823.4683,93.81377
825.3969,93.75346
827.3253,93.84821
829.2538,93.80991
831.1823,93.60958
833.1108,93.57568
835.0393,93.86134
836.9678,93.95015
838.8963,93.79813
840.8248,93.54321
842.7533,93.39973
844.6818,93.45412
846.6103,93.44613
848.5388,93.43877
850.4673,93.42973
852.3958,93.35249
854.3243,93.29495
856.2528,93.25463
858.1813,93.28497
860.1098,93.27959
862.0383,93.15118
863.9668,93.20019
865.8953,93.23431
867.8238,93.09785
869.7523,93.03185
871.6808,93.05504
873.6093,93.03433
875.5378,92.9192
877.4662,92.84481
879.3948,92.81231
881.3232,92.79827
883.2518,92.79128
885.1802,92.72865
887.1088,92.74485
889.0372,92.81058
890.9658,92.73798
892.8942,92.58257
894.8227,92.53835
896.7512,92.54722
898.6797,92.5461
900.6082,92.4567
902.5367,92.34818
904.4652,92.25419
906.3937,92.1792
908.3222,92.19691
910.2507,92.09041
912.1792,91.91468
914.1077,91.85098
916.0362,91.80966
917.9647,91.82339
919.8932,91.73335
921.8217,91.60047
923.7502,91.52744
925.6786,91.44054
927.6072,91.35529
929.5356,91.31152
931.4642,91.1833
933.3926,91.04295
935.3212,90.93016
937.2496,90.79144
939.1782,90.71646
941.1066,90.60905
943.0352,90.40262
944.9636,90.25457
946.8922,90.14521
948.8206,90.03178
950.7491,89.91306
952.6776,89.74866
954.6061,89.67057
956.5346,89.6255
958.4631,89.47812
960.3916,89.25203
962.3201,89.02557
964.2486,88.84908
966.1771,88.68478
968.1056,88.53638
970.0341,88.33922
971.9626,88.20588
973.8911,88.08138
975.8196,87.95685
977.7481,87.90974
979.6766,87.86234
981.6051,87.77927
983.5336,87.69662
985.4621,87.59521
987.3906,87.42757
989.3191,87.34838
991.2476,87.29
993.1761,87.18452
995.1046,87.06391
997.0331,86.96831
998.9615,86.86331
1000.89,86.76397
1002.819,86.70914
1004.747,86.62135
1006.676,86.54974
1008.604,86.51836
1010.533,86.38916
1012.461,86.27563
1014.39,86.24667
1016.318,86.16345
1018.247,86.02603
1020.175,85.92236
1022.104,85.84185
1024.032,85.8144
1025.961,85.80589
1027.889,85.78798
1029.818,85.85604
1031.746,85.91434
1033.675,85.96884
1035.603,86.02018
1037.531,86.05636
1039.46,86.12537
1041.389,86.2218
1043.317,86.2292
1045.245,86.22331
1047.174,86.26147
1049.103,86.28632
1051.031,86.29658
1052.959,86.29562
1054.888,86.30165
1056.817,86.34075
1058.745,86.33553
1060.673,86.3214
1062.602,86.36411
1064.531,86.4095
1066.459,86.47456
1068.387,86.51277
1070.316,86.5413
1072.245,86.5426
1074.173,86.56991
1076.101,86.62399
1078.03,86.62477
1079.958,86.66481
1081.887,86.67457
1083.815,86.68904
1085.744,86.69823
1087.672,86.72917
1089.601,86.7771
1091.529,86.80531
1093.458,86.86347
1095.386,86.8895
1097.315,86.90346
1099.243,86.94212
1101.172,86.93436
1103.1,86.9177
1105.029,86.9694
1106.957,87.02661
1108.886,87.05636
1110.814,87.10089
1112.743,87.12241
1114.671,87.17259
1116.6,87.23465
1118.528,87.27615
1120.457,87.33439
1122.385,87.37747
1124.314,87.40766
1126.242,87.46025
1128.171,87.48958
1130.099,87.53261
1132.028,87.58876
1133.956,87.62092
1135.885,87.66367
1137.813,87.7114
1139.742,87.72281
1141.67,87.74696
1143.599,87.76633
1145.527,87.7746
1147.456,87.84882
1149.384,87.88818
1151.313,87.89359
1153.241,87.86253
1155.17,87.86728
1157.098,87.90891
1159.027,87.94614
1160.955,87.96992
1162.884,87.99425
1164.812,87.99201
1166.741,87.9997
1168.669,88.00584
1170.598,88.05378
1172.526,88.15846
1174.455,88.20223
1176.383,88.21986
1178.312,88.2796
1180.24,88.33486
